GWBcode8;GWBlabel
3638203;Zuidwestkwadrant Osdorp Zuid
3638300;De Punt
3638301;Bedrijvencentrum Osdorp
3638400;Middelveldsche Akerpolder
3638401;De Aker West
3638402;De Aker Oost
3638500;Oostoever Sloterplas
3638501;Emanuel van Meterenbuurt
3638502;Jacob Geelbuurt
3638600;Overtoomse Veld Noord
3638601;Overtoomse Veld Zuid
3638602;Rembrandtpark Noord
3638603;Rembrandtpark Zuid
3638604;Johan Jongkindbuurt
3638605;Lucas/Andreasziekenhuis e.o.
3638700;Koningin Wilhelminaplein
3638701;Andreasterrein
3638702;Delflandpleinbuurt Oost
3638703;Delflandpleinbuurt West
3638704;Riekerhaven
3638705;Schipluidenbuurt
3638800;Riekerpolder
3638801;Park Haagseweg
3638802;Nieuwe Meer
3638803;Sloterweg e.o.
3638804;Nieuw Sloten Noordwest
3638805;Nieuw Sloten Noordoost
3638806;Belgiëplein e.o.
3638807;Nieuw Sloten Zuidwest
3638808;Nieuw Sloten Zuidoost
3638809;Dorp Sloten
3638900;Louis Crispijnbuurt
3638901;Jacques Veldmanbuurt
3638902;Staalmanbuurt
3638903;Medisch Centrum Slotervaart
3639000;Gelderlandpleinbuurt
3639002;Buitenveldert Midden Zuid
3639003;Buitenveldert Zuidwest
3639004;Amsterdamse Bos
3639008;Buitenveldert West Midden
3639009;Zuiderhof
3639100;De Klenckebuurt
3639101;Buitenveldert Oost Midden
3639102;Buitenveldert Zuidoost
3639103;Amstelpark
3639200;Hoofdcentrum Zuidoost
3639201;Amstel III deel A/B Noord
3639202;Amstel III deel C/D Noord
3639203;Amstel III deel A/B Zuid
3639204;Amstel III deel C/D Zuid
3639205;AMC
3639206;Hoge Dijk
3639300;Venserpolder West
3639301;Venserpolder Oost
3639302;D-buurt
3639303;F-buurt
3639304;Amsterdamse Poort
3639305;Hoptille
3639306;Rechte H-buurt
3639307;Hakfort/Huigenbos
3639308;Huntum
3639309;Vogeltjeswei
3639310;Nelson Mandelapark
3639400;E-buurt
3639401;G-buurt West
3639402;Bijlmermuseum Noord
3639403;Kortvoort
3639404;Kelbergen
3639405;K-buurt Midden
3639406;K-buurt Zuidoost
3639407;K-buurt Zuidwest
3639408;Grunder/Koningshoef
3639409;G-buurt Oost
3639410;Kantershof
3639411;Gooisekant
3639412;G-buurt Noord
3639413;Bijlmermuseum Zuid
3639500;L-buurt
3639501;Gaasperpark
3639502;Gaasperplas
3639600;Holendrecht West
3639601;Reigersbos Noord
3639602;Holendrecht Oost
3639603;Gaasperdam Noord
3639604;Gaasperdam Zuid
3639605;Reigersbos Midden
3639606;Reigersbos Zuid
3639700;Gein Noordwest
3639701;Gein Zuidwest
3639702;Gein Noordoost
3639703;Gein Zuidoost
3639800;Dorp Driemond
3639801;Landelijk gebied Driemond
3700000;Middenbeemster
3700001;Westbeemster
3700002;Noordbeemster
3700003;Oostbeemster
3700006;Verspreide huizen ten zuiden en oosten van Midden
3700007;Verspreide huizen in het Noordoosten
3700008;Verspreide huizen in Noorden en Noordwesten
3700009;Verspreide huizen ten zuidwesten van Middenbeemst
3700100;Zuidoostbeemster Tuinhoek
3700109;Verspreide huizen Zuidoostbeemster
3730101;Bergen-Centrum
3730102;Van Reenen
3730103;Boschrand
3730104;Negen-Nessen
3730105;Landweg
3730106;Oudtburgh
3730107;De Rekere
3730108;Elkshove
3730109;Saenegheest
3730110;Tuin-en Oostdorp
3730111;Boendermaker
3730112;Kruidenbuurt
3730113;Conincx
3730114;Beekhove
3730115;Oldehove
3730116;Geest
3730117;Westdorp
3730200;Bergen aan Zee
3730300;Buitengebied Bergen
3730400;Egmond aan Zee
3730401;Prins Hendrik Stichting
3730402;Zuid I en II
3730403;Sportlaan
3730500;Egmond-Binnen
3730501;Rinnegom
3730600;Egmond aan den Hoef
3730601;Slotplan
3730602;Wimmenum
3730609;Verspreide huizen Egmondermeer
3730700;Schoorl met Bregtdorp
3730701;Schoorldam (gedeeltelijk)
3730702;Aagtdorp
3730703;Catrijp
3730704;Groet met Hargen
3730705;Camperduin
3730709;Verspreide huizen in de polders
3750000;Wijkertoren
3750001;Meerplein
3750002;Koningstraat
3750003;Burgerhartstraat
3750004;Sint Aagtendorp
3750005;Reguliersstraat
3750100;Vondellaan
3750101;Ronde Boogaard
3750102;Westerhout
3750200;Oranjebuurt
3750201;Oud Sportpark
3750202;Beijnes
3750300;Plantage
3750301;Oostertuinen
3750302;Kuenenplein
3750303;De Naald
3750400;Warande
3750401;De Horn
3750500;Westertuinen
3750501;Creutzberglaan
3750502;Binnenduin
3750600;Oosterwijk
3750601;Zwaansmeer
3750700;Bleriotlaan
3750701;Fokkerlaan
3750702;Wijkerbaan
3750703;Overbos
3750800;Wijk aan Zee
3750801;Industriegebied Hoogovens
3750900;De Pijp
3750901;Kagerweg
3750902;Wijkerbroek
3751000;Lanen
3751001;De Ladder Noord
3751002;De Ladder Zuid
3751003;Waterwijk
3760101;Bijvanck
3760102;Blaricum-Dorp
3760103;Blaricummer Heide
3760104;Blaricummermeent
3760105;Crailo
3760106;De Kampen
3760107;Eemmeer-Blaricum
3760108;Stichtsebrug
3760109;Warandepark-De Eng
3770000;Bloemendaal
3770001;Veen en Duin
3770002;Wildhoef
3770003;Duinlustpark
3770004;Provinciaal Ziekenhuis
3770005;De Rijp
3770009;Verspreide huizen Bloemendaal
3770100;Overveen
3770101;Oldenhove
3770109;Overveen-West
3770200;Aerdenhout-Centrum
3770201;Aerdenhout-West
3770202;Aerdenhout-Noord
3770209;Aerdenhout-Zuid
3770300;Vogelenzang
3770309;Verspreide huizen Vogelenzang
3770400;Oude Kern Bennebroek
3770401;Villawijk Het Duin
3770402;Leidsevaart- Bloemhof
3770403;Villawijk Bijweg
3770404;Meerwijk
3770409;Vogelenzang Psychiatrisch Ziekenhuis
3830001;Centrum-Noord
3830011;Centrum-Zuid
3830101;Oranjebuurt
3830111;Kooiweg
3830201;Molendijk
3830211;Noord-End
3830221;Albert's Hoeve
3830301;Beverwijkerstraatweg
3830311;Buitengebied
3830401;Bakkum-Noord
3830411;Bakkum-Zuid
3830421;Duin en Bosch
3830431;Duingebied
3830501;Akersloot Oost
3830511;Akersloot West
3830601;De Woude
3830701;Limmen West
3830711;Limmen Centrum
3830721;Limmen Oost
3840001;Biesbosch
3840002;Akkerland
3840003;Polderland
3840004;Kruidenhof
3840005;Bomenrijk
3840006;Beukenhorst
3840007;Schelpenhoek
3840008;Anne Frank
3840009;Sniep
3840010;Verrijn Stuart
3840011;Bergwijkpark
3840012;Stammerdijk
3840113;Overdiemerpolder
3840114;Centrum-Oost
3840115;Centrum-West
3840116;Ruimzicht-West
3840117;Ruimzicht-Oost
3840118;Studentenflats
3840219;Buitenlust
3840220;Spoorzicht
3840221;Oud-Diemen
3840222;Buytenstee
3840223;Vogelweide en Scheepskwartier-Noord
3840224;Vlindertuin en Scheepskwartier-Zuid
3840225;Diemerpolder
3850001;Edam-Oude kom
3850002;Edam-Industriegebied
3850003;Edam-Zuid
3850004;Edam-Singelwijk
3850005;Edam-Molenbuurt
3850006;Zeevangpolder
3850101;Purmerpolder
3850201;Volendam-Oude kom
3850202;Volendam-Katham + Planetenbuurt
3850203;Volendam-Blokgouw 1 en 2
3850204;Volendam-Blokgouw 3
3850205;Volendam-Blokgouw 4, 5 en 6
3850206;Volendam-Blokgouw 7 en 8
3850207;Volendam-Rozettenbuurt
3850208;Volendam-Bloemenbuurt
3850209;Volendam-Industriegebied
3850210;Volendam-Middengebied
3850211;Lange Weeren
3850212;Broeckgouw
3850301;Beets
3850401;Oosthuizen
3850402;De Watering
3850501;Warder
3850601;Middelie
3850701;Kwadijk
3850801;Schardam
3850901;Hobrede
3880000;Centrum Vissersbuurt Oosterhaven
3880001;Havenbuurt Snouck van Loosenpark
3880002;Boerenhoek Molenweg Burgwal
3880003;Enkhuizen-Noord
3880100;Westeinde
3880101;Kadijken
3880102;Oude Gouw-Gommerwijk
3880103;Oosterdijk
3920101;Stationsbuurt
3920102;Binnenstad
3920103;Bakenes
3920104;Burgwal
3920105;Vijfhoek
3920106;Heiliglanden
3920201;Koninginnebuurt
3920202;Florapark
3920203;Welgelegen
3920204;Rozenprieel-noord
3920205;Rozenprieel-zuid
3920206;Bosch en Vaart
3920207;Haarlemmerhout
3920208;Zuiderhout
3920301;Garenkokerskwartier
3920302;Hasselaersbuurt
3920303;Leidsebuurt-west
3920304;Leidsebuurt-oost
3920401;Van Galenbuurt
3920402;Zeeheldenbuurt
3920403;Geschiedschrijversbuurt
3920404;Natuurkundigenbuurt-west
3920405;Natuurkundigenbuurt-oost
3920501;Veldzigt
3920502;Bloemenbuurt
3920503;Ramplaankwartier
3920504;Tuinbouwgebied-noord
3920505;Tuinbouwgebied-zuid
3920506;Oosterduin
3920601;Sportliedenbuurt
3920602;Waarderpolder
3920603;Schoteroog en Veerpolder
3920701;Oude Amsterdamsebuurt
3920702;Potgieterbuurt
3920703;Cremerbuurt
3920704;Van Zeggelenbuurt
3920801;Kruistochtbuurt
3920802;Componistenbuurt
3920803;Karolingenbuurt
3920804;Verzetsliedenbuurt
3920901;Architectenbuurt
3920902;Zuiderpolder-noord
3920903;Buitengebied Zuiderpolder
3920904;Kunstschildersbuurt
3920905;Zuiderpolder-zuid
3920906;Reinaldapark
3921001;Generaalsbuurt
3921002;De Goede Hoop
3921003;Nelson Mandelabuurt
3921004;Frans Halsbuurt
3921005;Patrimoniumbuurt
3921101;Medanbuurt
3921102;Nieuw-Guineabuurt
3921103;Weltevredenbuurt
3921104;Molukkenbuurt
3921105;Soendabuurt
3921201;Bomenbuurt-west
3921202;Bomenbuurt-oost
3921203;Schoterveenpolder
3921204;Kweektuinbuurt
3921205;Kleverpark-noord
3921206;Ripperdabuurt
3921207;Kleverpark-zuid
3921301;Noorderhout
3921302;Schotervlieland
3921303;De Krim
3921304;Sinnevelt
3921305;Planetenbuurt
3921306;Burgemeesterskwartier
3921307;Sterrenbuurt
3921401;Nachtegaalbuurt
3921402;Meeuwenbuurt
3921403;Dietsveld
3921404;Spaarndammerpolder-zuid
3921501;Schrijversbuurt
3921502;Van Schendelbuurt
3921503;Rivierenbuurt
3921601;Van der Aart sportpark
3921602;Hekslootpolder
3921603;Roemer Visscherbuurt
3921604;Muiderkring
3921605;Van Aemstelbuurt
3921701;Oude Spaarndammerpolder
3921702;Oud Spaarndam
3921801;Romolenpolder-west
3921802;Kruidenbuurt
3921803;Schoolenaer
3921804;Landenbuurt
3921805;De Eenhoorn
3921806;Stedenbuurt-west
3921807;Stedenbuurt-oost
3921901;Romolenpolder-oost
3921902;Boerhaavevaart
3921903;Geleerdenbuurt
3921904;Professorenbuurt
3921905;Poelpolder-noord
3921906;Geneesherenbuurt
3922001;Zuid-Schalkwijkerweg
3922002;Hondsbos-Dever
3922003;Waddenbuurt
3922004;Ellertsveld
3922005;De Burgen
3922006;Saeftinge-Nemelaar
3922007;Molenplas
3922101;Winkelcentrum Schalkwijk
3922102;Spijkerboorbuurt
3922103;Nobelprijsbuurt
3922104;Poelpolder-zuid
3922105;Archimedesbuurt
3922106;Erasmusbuurt
3922107;Meerwijkplas
3930000;Halfweg
3930002;Spaarnwoude
3930003;Spaarndam (gedeeltelijk)
3930004;Haarlemmerliede en Penningsveer
3930008;Oostelijke Liede Oever
3930009;Verspreide huizen Houtrakpolder
3940101;Hoofddorp West
3940102;Hoofddorp Zuid
3940103;Hoofddorp Graan voor Visch
3940104;Hoofddorp Oost
3940105;Hoofddorp Noord
3940106;Hoofddorp Pax West
3940107;Hoofddorp Pax Oost
3940108;Hoofddorp Bornholm West
3940109;Hoofddorp Bornholm Oost
3940111;Hoofddorp Overbos Noord
3940112;Hoofddorp Overbos Zuid
3940113;Hoofddorp Toolenburg West
3940114;Hoofddorp Toolenburg Oost
3940115;Hoofddorp Vrijschot Noord
3940116;Hoofddorp Floriande West
3940117;Hoofddorp Floriande Oost
3940118;Hoofddorp Toolenburg Zuid
3940119;Hoofddorp De Landman
3940122;Hoofddorp Omgeving
3940123;Hoofddorp De Hoek
3940124;Hoofddorp Graan voor Visch Zuid
3940125;Hoofddorp Beukenhorst Oost
3940126;Hoofddorp De President
3940127;Hoofddorp Buiten
3940230;Nieuw-Vennep Oost
3940231;Nieuw-Vennep Welgelegen
3940232;Nieuw-Vennep Welgelegen Noord
3940233;Nieuw-Vennep West
3940234;Nieuw-Vennep Zuid
3940235;Nieuw-Vennep Linquenda
3940236;Nieuw-Vennep Getsewoud Noord
3940237;Nieuw-Vennep Getsewoud Zuid
3940239;Nieuw-Vennep Wilhelminahoeve
3940240;Nieuw-Vennep Omgeving
3940241;Nieuw-Vennep 't Kabel
3940343;Zwanenburg West
3940344;Zwanenburg Zuidwest
3940345;Zwanenburg Zuidoost
3940346;Zwanenburg Oost
3940347;Zwanenburg Noordoost
3940348;Zwanenburg Noordwest
3940349;Zwanenburg Dijk
3940350;Zwanenburg Omgeving
3940429;Lijnden Omgeving
3940465;Lijnden
3940466;Boesingheliede
3940551;Badhoevedorp Omgeving
3940552;Badhoevedorp Noordwest
3940553;Badhoevedorp West
3940554;Badhoevedorp Bouwlust
3940556;Badhoevedorp Zuid
3940557;Badhoevedorp Centrum
3940558;Badhoevedorp Noordoost
3940559;Badhoevedorp Antoniushoeve
3940560;Badhoevedorp Oost
3940561;Badhoevedorp Schuilhoeve
3940562;Badhoevedorp Dijk
3940564;Badhoevedorp Nieuwe Meer
3940674;Schiphol-Rijk
3940675;Oude Meer
3940676;Aalsmeerderbrug
3940677;Rozenburg Noord
3940678;Rozenburg Omgeving
3940779;Rijsenhout Dorp
3940780;Rijsenhout Zuid
3940781;Rijsenhout Dijk
3940782;Rijsenhout Omgeving
3940883;Burgerveen
3940884;Leimuiderbrug
3940885;Weteringbrug
3940986;Abbenes
3940987;Abbenes Omgeving
3940988;Buitenkaag
3940989;Abbenes Dijk
3941090;Lisserbroek
3941091;Lisserbroek Omgeving
3941192;Beinsdorp Omgeving
3941193;Beinsdorp
3941294;Zwaanshoek
3941295;Zwaanshoek Omgeving
3941397;Cruquius
3941398;Cruquius Omgeving
3941399;Cruquius Cruqiushoeve
3941567;Vijfhuizen
3941569;Vijfhuizen Stellinghof
3941570;Vijfhuizen Omgeving
3941571;Vijhuizen Nieuwebrug
3941663;Schiphol
3960100;Centrum
3960101;Zaalbergkwartier
3960200;Commandeurs
3960201;Eikenhof
3960202;Landgoed Marquette
3960300;Oud Haarlem
3960301;Harteheem
3960302;Oosterwijk
3960303;Zuidbroek
3960400;De Houtwegen
3960401;Industriegebied
3960402;Heemskerkerduin
3960403;Noorddorp
3960404;Westertuinen
3960408;Business park Ijmond
3960409;Duingebied
3960500;Poelenburg
3960501;Oosterzij
3960502;Neksloot
3960503;Steenstrapark
3960600;De Maer
3960601;De Die
3960602;Rendorppark
3960603;Breedweer
3960604;Tolhek
3960605;De Trompet
3960607;Noorderveld
3960700;Onderwijzersbuurt
3960701;Villabuurt
3960702;Beijnesbuurt
3960800;Slotherenbuurt
3960801;Verzetstrijdersbuurt
3960802;Beijerlust
3960900;Hoogdorp
3960901;Waterakkers
3961001;De Citadel
3961002;De Wadden
3961100;Landelijk gebied
3970000;Centrum
3970001;Oude Dorp, Indische buurt en omgeving
3970002;Zandvoortselaan en Berkenrode en omgeving
3970003;Heemsteedse Dreef, Schildersbuurt en omgeving
3970004;Van Merlenbuurt en Valkenburgerplein en omgeving
3970005;Schouwbroekerpolder
3970006;Rivierenbuurt
3970007;Kennemerduin en omgeving
3970008;Provincienbuurt
3970009;Geleerdenbuurt
3970100;De Glip
3970101;Glipper Dreef en Staatsliedenbuurt
3970102;Manpad en Hartekamp
3970200;Dichters- en Vogelbuurt
3980100;Schrijverswijk
3980201;Schilderswijk 1
3980202;Schilderswijk 2
3980400;Planetenwijk
3980601;Bomenbuurt
3980602;Recreatiebuurt
3980603;Waarderhout
3980701;Centrumwaard
3980702;Heemradenbuurt
3980800;Edelstenenwijk
3980901;Stadshart
3980902;Stationsplein
3981000;Molenwijk
3981100;Rivierenwijk
3981201;Zandhorst 1
3981202;Zandhorst 2
3981203;Zandhorst 3
3981204;De Frans
3981205;Beveland
3981206;De Vaandel
3981207;Overtoom
3981301;Butterhuizen 1
3981302;Butterhuizen 2
3981400;Oostertocht
3981501;Zuidwijk 1
3981502;Zuidwijk 2
3981601;Huygenhoek 1
3981602;Huygenhoek 2
3981603;Huygenhoek 3
3981701;Stad van de Zon
3981702;Park van Luna
3981801;De Draai Noord
3981802;De Draai Midden
3981803;De Draai Zuid
3981900;Broekhorn
3982000;De Noord
3983000;Buitengebied Noord
3984000;'t Kruis
3985000;Buitengebied Zuid
3990101;Blockhovepark
3990201;Noorderneg
3990202;Oud West
3990301;Tuindorp
3990302;Gemeentebos
3990303;Plan Oost
3990304;Nijenburg
3990401;Zuiderneg
3990402;Zuid West
3990501;Akkerbuurt
3990502;Oud Zuid
3990503;Vennewater
3990504;Zuiderloo
3990601;Willibrord
3990602;Oude Werf
3990603;Zuid Oost
3990604;Oosterzij
3990701;Het Die
3990801;De Volkstuinen
3990802;Kapelbuurt
4000100;Marinehaven
4000101;Oostsloot
4000102;Centrum
4000103;Willemsoord
4000104;Sluisdijk
4000105;Visbuurt
4000106;Grachtengordel
4000107;Havenbuurt
4000108;Vogelbuurt
4000109;Mijnendienst
4000200;Oud Den Helder
4000201;Van Galenbuurt
4000202;Indische buurt-Noord
4000203;Indische buurt-Zuid
4000204;Geleerdenbuurt
4000205;Tuindorp-West
4000206;Tuindorp-Oost
4000207;Fort Erfprins
4000208;Fort Dirksz Admiraal
4000300;Huisduinen
4000301;Liniebuurt
4000302;Jeruzalem
4000303;Duinbuurt
4000304;Donkere Duinen
4000400;Nieuwlandbuurt
4000401;Golfstroombuurt
4000402;Grote Rivierenbuurt
4000403;Kleine Rivierenbuurt
4000404;Deltabuurt
4000405;Falga
4000406;Zuiderzeebuurt
4000407;Schepenbuurt
4000408;Nieuw Den Helder Zuid-Oost
4000409;Dirksz Admiraal
4000500;Westoever
4000501;Marina
4000502;Schouten en Schepenenbuurt
4000503;Walvisvaarderbuurt
4000504;Zeeloodsenbuurt
4000505;Boerderijbuurt
4000506;Schooten-Centrum
4000507;Landmetersbuurt
4000508;Waterkeringsbuurt
4000509;Guldemond
4000600;Julianadorp-Oost
4000601;Oostoever
4000602;Friesebuurt
4000603;Kooypunt
4000604;Koegras-Noord
4000605;Blauwe Keet
4000606;Koegras-Zuid
4000607;De Kooy
4000700;Mariëndal
4000701;De Zandloper
4000702;Ooghduyne
4000800;Julianadorp-West
4000801;Middelzand
4000802;Vogelzand
4000803;Doorzwin
4000804;Kruiszwin
4000805;Wierbalg
4000806;Malzwin
4000807;Boterzwin
4000808;Zwanenbalg
4000809;Noorderhaven
4020101;Centrum
4020102;Havenstraatbuurt
4020103;Sint Vitusbuurt
4020104;Langgewenstbuurt
4020201;Boomberg
4020202;Raadhuiskwartier
4020203;Trompenberg-Zuid
4020204;Villaparken
4020205;Trompenberg-Noord
4020206;Media Park
4020301;Havenkwartier
4020302;Het Rode Dorp
4020303;Zeverijn
4020304;Kerkelanden
4020401;Bloemenkwartier Noord
4020402;Bloemenkwartier Zuid
4020403;Schrijverskwartier
4020404;Staatsliedenkwartier
4020405;Zeeheldenkwartier
4020501;Schilderskwartier
4020502;'t Hoogt van 't Kruis
4020503;Arenaparkkwartier
4020504;West-Indiëkwartier
4020505;Van Riebeeckkwartier
4020506;Egelshoek
4020601;Geuzenbuurt
4020602;Electrobuurt
4020603;Kleine Driftbuurt
4020604;Liebergen
4020605;Astronomische Buurt
4020606;Anna's Hoeve
4020701;Johannes Geradtswegbuurt
4020702;Erfgooiersbuurt
4020703;Noord
4020704;AZC Crailo
4020801;Hilversumse Meent
4020901;Landelijk Gebied 91
4020902;Landelijk Gebied 92
4020903;Landelijk Gebied 93
4020904;Landelijk Gebied 94
4020905;Landelijk Gebied 95
4020906;Landelijk Gebied 96
4020907;Landelijk Gebied 97
4051000;Binnenstad - Buurt 10 00
4051001;Binnenstad - Buurt 10 01
4051002;Binnenstad - Buurt 10 02
4051003;Binnenstad - Buurt 10 03
4051100;Venelaankwartier - Buurt 11 00
4051101;Venelaankwartier - Buurt 11 01
4051102;Venelaankwartier - Buurt 11 02
4051103;Venelaankwartier - Buurt 11 03
4051200;Hoorn Noord - Buurt 12 00
4051201;Hoorn Noord - Buurt 12 01
4051202;Hoorn Noord - Buurt 12 02
4051203;Hoorn Noord - Buurt 12 03
4051204;Hoorn Noord - Buurt 12 04
4051300;Grote Waal - Buurt 13 00
4051301;Grote Waal - Buurt 13 01
4051302;Grote Waal - Buurt 13 02
4051303;Grote Waal - Buurt 13 03
4051304;Grote Waal - Buurt 13 04
4051305;Grote Waal - Buurt 13 05
4051306;Grote Waal - Buurt 13 06
4051307;Grote Waal - Buurt 13 07
4051308;Grote Waal - Buurt 13 08
4052000;Risdam-Zuid - Buurt 20 00
4052001;Risdam-Zuid - Buurt 20 01
4052002;Risdam-Zuid - Buurt 20 02
4052003;Risdam-Zuid - Buurt 20 03
4052004;Risdam-Zuid - Buurt 20 04
4052005;Risdam-Zuid - Buurt 20 05
4052006;Risdam-Zuid - Buurt 20 06
4052007;Risdam-Zuid - Buurt 20 07
4052008;Risdam-Zuid - Buurt 20 08
4052100;Risdam-Noord - Buurt 21 00
4052101;Risdam-Noord - Buurt 21 01
4052102;Risdam-Noord - Buurt 21 02
4052103;Risdam-Noord - Buurt 21 03
4052104;Risdam-Noord - Buurt 21 04
4052105;Risdam-Noord - Buurt 21 05
4052200;Nieuwe Steen - Buurt 22 00
4052201;Nieuwe Steen - Buurt 22 01
4053000;Zwaag - Buurt 30 00
4053001;Zwaag - Buurt 30 01
4053002;Zwaag - Buurt 30 02
4053004;Zwaag - Buurt 30 04
4053005;Zwaag - Buurt 30 05
4053006;Zwaag - Buurt 30 06
4053100;Blokker - Buurt 31 00
4053101;Blokker - Buurt 31 01
4053102;Blokker - Buurt 31 02
4053103;Blokker - Buurt 31 03
4053104;Blokker - Buurt 31 04
4053200;Kersenboogerd-Noord - Buurt 32 00
4053201;Kersenboogerd-Noord - Buurt 32 01
4053202;Kersenboogerd-Noord - Buurt 32 02
4053203;Kersenboogerd-Noord - Buurt 32 03
4053300;Kersenboogerd-Zuid - Buurt 33 00
4053301;Kersenboogerd-Zuid - Buurt 33 01
4053302;Kersenboogerd-Zuid - Buurt 33 02
4053303;Kersenboogerd-Zuid - Buurt 33 03
4053304;Kersenboogerd-Zuid - Buurt 33 04
4053305;Kersenboogerd-Zuid - Buurt 33 05
4053306;Kersenboogerd-Zuid - Buurt 33 06
4053307;Kersenboogerd-Zuid - Buurt 33 07
4053308;Kersenboogerd-Zuid - Buurt 33 08
4053309;Kersenboogerd-Zuid - Buurt 33 09
4053400;Hoorn 80 - Buurt 34 00
4053401;Hoorn 80 - Buurt 34 01
4053402;Hoorn 80 - Buurt 34 02
4053501;Bangert en Oosterpolder - Buurt 35 01
4053502;Bangert en Oosterpolder - Buurt 35 02
4053503;Bangert en Oosterpolder - Buurt 35 03
4053504;Bangert en Oosterpolder - Buurt 35 04
4053505;Bangert en Oosterpolder - Buurt 35 05
4053506;Bangert en Oosterpolder - Buurt 35 06
4053600;Zevenhuis - Buurt 36 00
4060001;De Noord
4060002;De Zuid
4060103;Westereng
4060204;Flevo
4060205;Bikbergen
4060206;Crailo
4060307;Thames
4060308;IJzeren veld
4060327;Parrewijn
4060328;Tafelberger Heide
4060329;Rijsbergen
4060330;Huizerhoogt
4060409;Sijsjesberg
4060410;Zuidereng
4060511;Gooierhoofd
4060512;Wolfskamer
4060513;Industriewijk 't Plaveen
4060614;Bovenweg
4060615;Zenderwijk
4060716;Stad en Lande
4060817;Huizermaat West
4060818;Huizermaat Zuid
4060919;Huizermaat Noord
4061020;Bijvanck Noord
4061021;Bijvanck West
4061123;Bovenmaat Noord
4061124;Bovenmaat West
4061125;Bovenmaat-Oost
4061226;Filosofenbuurt
4061231;De Tuit
4150000;Landsmeer
4150001;Plan Centrum-Noord
4150002;Plan Centrum-Zuid
4150003;Plan Centrum-West
4150009;Verspreide huizen ten oosten van Landsmeer
4150101;Purmerland
4150102;Den Ilp
4160000;Oudkarspel
4160001;Noord-Scharwoude
4160002;Zuid-Scharwoude
4160003;Broek op Langedijk
4160004;Laanweg en Waarddijk
4160005;Sint Pancras
4160006;Koedijk
4170320;Laren-Centrum
4170321;Laren-Natuurgebied
4170322;Omloop
4170323;Oostereng
4170324;Postiljon
4170325;Rijksweg-Noord
4170326;Rijksweg-Zuid
4170327;Steenbergen
4170328;Zevenend
4170329;Zwarte Berg
4200000;Oude Stad
4200001;Koggenwijk
4200002;Industrieterrein
4200003;Randwijk en Gildewijk
4200004;Vlietwijk
4200009;Brake
4200100;Centrum Wognum
4200101;Oosteinde
4200102;Wadway (gedeeltelijk)
4200109;Verspreide huizen langs Zomerdijk
4200200;Nibbixwoud en Wijzend
4200300;Zwaagdijk-West
4200400;Midwoud
4200401;Oostwoud
4200500;Sijbekarspel
4200501;Benningbroek-West
4200502;Benningbroek-Oost
4200600;Hauwert
4200700;Twisk
4200800;Opperdoes
4200900;Abbekerk
4200901;Lambertschaag
4201000;Centrum Andijk
4201001;Midden
4201002;Oost
4201003;Bangert
4201100;Centrum (West) Wervershoof
4201101;Onderdijk
